key	key_word	key_deriv	word	type	cz	en	gr	crum	pos	added	updated	created_by	updated_by	word-parsed	word-parsed-no-ref	word-parsed-no-html	word-parsed-no-ref-no-html	word-parsed-prettify	type-parsed	gr-parsed	en-parsed	en-parsed-no-html	en-parsed-no-greek	en-parsed-no-greek-no-html	crum-page	crum-column	dialect-S	dialect-Sa	dialect-Sf	dialect-A	dialect-sA	dialect-B	dialect-F	dialect-Fb	dialect-O	dialect-NH	depth
6487	2	4825	^^^ *^[eHoun]^* nsa-	0				395a	29	2010-07-22	1900-01-01	vagrant		<i><b>c</b></i> {ⲉϩⲟⲩⲛ} ⲛⲥⲁ-	<i><b>c</b></i> {ⲉϩⲟⲩⲛ} ⲛⲥⲁ-	c {ⲉϩⲟⲩⲛ} ⲛⲥⲁ-	c {ⲉϩⲟⲩⲛ} ⲛⲥⲁ-	{ⲉϩⲟⲩⲛ} ⲛⲥⲁ- (c)	-						395	a											2
6488	2	4825	^^^ *^[eHoun]^* naHrn-	0	respond to	respond to		395a	30	2010-07-22	1900-01-01	vagrant		<i><b>c</b></i> {ⲉϩⲟⲩⲛ} ⲛⲁϩⲣⲛ-	<i><b>c</b></i> {ⲉϩⲟⲩⲛ} ⲛⲁϩⲣⲛ-	c {ⲉϩⲟⲩⲛ} ⲛⲁϩⲣⲛ-	c {ⲉϩⲟⲩⲛ} ⲛⲁϩⲣⲛ-	{ⲉϩⲟⲩⲛ} ⲛⲁϩⲣⲛ- (c)	-		respond to	respond to	respond to	respond to	395	a											2
6489	2	4825	^^^ *^[eHoun]^* Ha-	0	place beneath	place beneath		395a	31	2010-07-22	1900-01-01	vagrant		<i><b>c</b></i> {ⲉϩⲟⲩⲛ} ϩⲁ-	<i><b>c</b></i> {ⲉϩⲟⲩⲛ} ϩⲁ-	c {ⲉϩⲟⲩⲛ} ϩⲁ-	c {ⲉϩⲟⲩⲛ} ϩⲁ-	{ⲉϩⲟⲩⲛ} ϩⲁ- (c)	-		place beneath	place beneath	place beneath	place beneath	395	a											2
6490	2	4825	(S) ^^^ *^[eHoun]^* Hn- (A) ^^^ *^[eHoun]^* Han- (B) ^^^ *^[eHoun]^* Ken-	0	strike into, upon	strike into, upon		395a	32	2010-07-22	1900-01-01	vagrant		"(S) <i><b>c</b></i> {ⲉϩⲟⲩⲛ} ϩⲛ-
(A) <i><b>c</b></i> {ⲉϩⲟⲩⲛ} ϩⲁⲛ-
(B) <i><b>c</b></i> {ⲉϩⲟⲩⲛ} ϧⲉⲛ-"	"(S) <i><b>c</b></i> {ⲉϩⲟⲩⲛ} ϩⲛ-
(A) <i><b>c</b></i> {ⲉϩⲟⲩⲛ} ϩⲁⲛ-
(B) <i><b>c</b></i> {ⲉϩⲟⲩⲛ} ϧⲉⲛ-"	"(S) c {ⲉϩⲟⲩⲛ} ϩⲛ-
(A) c {ⲉϩⲟⲩⲛ} ϩⲁⲛ-
(B) c {ⲉϩⲟⲩⲛ} ϧⲉⲛ-"	"(S) c {ⲉϩⲟⲩⲛ} ϩⲛ-
(A) c {ⲉϩⲟⲩⲛ} ϩⲁⲛ-
(B) c {ⲉϩⲟⲩⲛ} ϧⲉⲛ-"	"(S) {ⲉϩⲟⲩⲛ} ϩⲛ- (c)
(A) {ⲉϩⲟⲩⲛ} ϩⲁⲛ- (c)
(B) {ⲉϩⲟⲩⲛ} ϧⲉⲛ- (c)"	-		strike into, upon	strike into, upon	strike into, upon	strike into, upon	395	a	{ⲉϩⲟⲩⲛ} ϩⲛ- (c)			{ⲉϩⲟⲩⲛ} ϩⲁⲛ- (c)		{ⲉϩⲟⲩⲛ} ϧⲉⲛ- (c)					2
6491	2	4825	^^^ *^[eHoun]^* eHrn-	0	strike against, oppose	strike against, oppose		395a	33	2010-07-22	1900-01-01	vagrant		<i><b>c</b></i> {ⲉϩⲟⲩⲛ} ⲉϩⲣⲛ-	<i><b>c</b></i> {ⲉϩⲟⲩⲛ} ⲉϩⲣⲛ-	c {ⲉϩⲟⲩⲛ} ⲉϩⲣⲛ-	c {ⲉϩⲟⲩⲛ} ⲉϩⲣⲛ-	{ⲉϩⲟⲩⲛ} ⲉϩⲣⲛ- (c)	-		strike against, oppose	strike against, oppose	strike against, oppose	strike against, oppose	395	a											2
6492	2	4819	(B) reFT eKoun eHrn-	0	opposer	opposer		395b	34	2010-07-22	1900-01-01	vagrant		(B) ⲣⲉϥϯ ⲉϧⲟⲩⲛ ⲉϩⲣⲛ-	(B) ⲣⲉϥϯ ⲉϧⲟⲩⲛ ⲉϩⲣⲛ-	(B) ⲣⲉϥϯ ⲉϧⲟⲩⲛ ⲉϩⲣⲛ-	(B) ⲣⲉϥϯ ⲉϧⲟⲩⲛ ⲉϩⲣⲛ-	(B) ⲣⲉϥϯ ⲉϧⲟⲩⲛ ⲉϩⲣⲛ-	-		opposer	opposer	opposer	opposer	395	b						ⲣⲉϥϯ ⲉϧⲟⲩⲛ ⲉϩⲣⲛ-					1
4826	2	4819	(S,A,sA,B,F) ^^ eHrai (B) ^^ eKrai	0	send up, in, lay down |$ {intr:} (S) |$ {tr:}  /$gk: [[epiballein]]$/	send up, in, lay down |$ {intr:} (S) |$ {tr:}  /$gk: [[epiballein]]$/	epiballein	395b	35	2010-04-10	1900-01-01	vagrant		"(S, A, sA, B, F) ― ⲉϩⲣⲁⲓ
(B) ― ⲉϧⲣⲁⲓ"	"(S, A, sA, B, F) ― ⲉϩⲣⲁⲓ
(B) ― ⲉϧⲣⲁⲓ"	"(S, A, sA, B, F) ― ⲉϩⲣⲁⲓ
(B) ― ⲉϧⲣⲁⲓ"	"(S, A, sA, B, F) ― ⲉϩⲣⲁⲓ
(B) ― ⲉϧⲣⲁⲓ"	"(S, A, sA, B, F) ― ⲉϩⲣⲁⲓ
(B) ― ⲉϧⲣⲁⲓ"	-	επιβαλλειν	"send up, in, lay down
― <b>intr:</b> <i>S</i>
― <b>tr:</b> [επιβαλλειν]"	"send up, in, lay down
― intr: S
― tr: [επιβαλλειν]"	"send up, in, lay down
― <b>intr:</b> <i>S</i>
― <b>tr:</b>"	"send up, in, lay down
― intr: S
― tr:"	395	b	― ⲉϩⲣⲁⲓ			― ⲉϩⲣⲁⲓ	― ⲉϩⲣⲁⲓ	"― ⲉϩⲣⲁⲓ
― ⲉϧⲣⲁⲓ"	― ⲉϩⲣⲁⲓ				1
6493	2	4826		99	intr :	intr :		395b	36	2010-07-22	1900-01-01	vagrant							HEADER		intr :	intr :	intr :	intr :	395	b											2
6494	2	6493	^^^ *^[eHrai]^* e-	0				395b	37	2010-07-22	1900-01-01	vagrant		<i><b>c</b></i> {ⲉϩⲣⲁⲓ} ⲉ-	<i><b>c</b></i> {ⲉϩⲣⲁⲓ} ⲉ-	c {ⲉϩⲣⲁⲓ} ⲉ-	c {ⲉϩⲣⲁⲓ} ⲉ-	{ⲉϩⲣⲁⲓ} ⲉ- (c)	-						395	b											3
6495	2	6493	^^^ *^[eHrai]^* mn-	0				395b	38	2010-07-22	1900-01-01	vagrant		<i><b>c</b></i> {ⲉϩⲣⲁⲓ} ⲙⲛ-	<i><b>c</b></i> {ⲉϩⲣⲁⲓ} ⲙⲛ-	c {ⲉϩⲣⲁⲓ} ⲙⲛ-	c {ⲉϩⲣⲁⲓ} ⲙⲛ-	{ⲉϩⲣⲁⲓ} ⲙⲛ- (c)	-						395	b											3
6496	2	4826		99	tr :	tr :		395b	39	2010-07-22	2010-07-22	vagrant	vagrant						HEADER		tr :	tr :	tr :	tr :	395	b											2
6497	2	6496	^^^ *^[eHrai]^* e-	0	lift up, commit to	lift up, commit to		395b	40	2010-07-22	1900-01-01	vagrant		<i><b>c</b></i> {ⲉϩⲣⲁⲓ} ⲉ-	<i><b>c</b></i> {ⲉϩⲣⲁⲓ} ⲉ-	c {ⲉϩⲣⲁⲓ} ⲉ-	c {ⲉϩⲣⲁⲓ} ⲉ-	{ⲉϩⲣⲁⲓ} ⲉ- (c)	-		lift up, commit to	lift up, commit to	lift up, commit to	lift up, commit to	395	b											3
6498	2	6496	^^^ *^[eHrai]^* Ha-	0				395b	41	2010-07-22	1900-01-01	vagrant		<i><b>c</b></i> {ⲉϩⲣⲁⲓ} ϩⲁ-	<i><b>c</b></i> {ⲉϩⲣⲁⲓ} ϩⲁ-	c {ⲉϩⲣⲁⲓ} ϩⲁ-	c {ⲉϩⲣⲁⲓ} ϩⲁ-	{ⲉϩⲣⲁⲓ} ϩⲁ- (c)	-						395	b											3
2165	2	0	(S,B) Ji T,Gi T	2	(as one vb), buy and sell, trade	(as one vb), buy and sell, trade		395b	42	2010-02-20	1900-01-01	vagrant		(S, B) ϫⲓ ϯ, ϭⲓ ϯ	(S, B) ϫⲓ ϯ, ϭⲓ ϯ	(S, B) ϫⲓ ϯ, ϭⲓ ϯ	(S, B) ϫⲓ ϯ, ϭⲓ ϯ	(S, B) ϫⲓ ϯ, ϭⲓ ϯ	verb		<i>as one vb</i>, buy and sell, trade	as one vb, buy and sell, trade	<i>as one vb</i>, buy and sell, trade	as one vb, buy and sell, trade	395	b	ϫⲓ ϯ, ϭⲓ ϯ					ϫⲓ ϯ, ϭⲓ ϯ					0
2166	2	0	(S,A,B) ^^	1	gift, bonuty /$gk: [[doma, dosis]]$/ | sale /$gk: [[prasis]]$/ | fight /$gk: [[maxh]]$/ | (paral [Ji, Gi]), exchange, trading	gift, bonuty /$gk: [[doma, dosis]]$/ | sale /$gk: [[prasis]]$/ | fight /$gk: [[maxh]]$/ | (paral [Ji, Gi]), exchange, trading	doma, dosis, prasis, maxh	395b	43	2010-02-20	1900-01-01	vagrant		(S, A, B) ―	(S, A, B) ―	(S, A, B) ―	(S, A, B) ―	(S, A, B) ― (ⲡ)	noun male	δομα, δοσισ, πρασισ, μαχη	"gift, bonuty [δομα, δοσισ]
sale [πρασισ]
fight [μαχη]
<i>paral ϫⲓ, ϭⲓ</i>, exchange, trading"	"gift, bonuty [δομα, δοσισ]
sale [πρασισ]
fight [μαχη]
paral ϫⲓ, ϭⲓ, exchange, trading"	"gift, bonuty 
sale 
fight 
<i>paral ϫⲓ, ϭⲓ</i>, exchange, trading"	"gift, bonuty 
sale 
fight 
paral ϫⲓ, ϭⲓ, exchange, trading"	395	b	― (ⲡ)			― (ⲡ)		― (ⲡ)					0
2167	2	0	(B) ma nT	0	fighting place	fighting place		396a	44	2010-02-20	1900-01-01	vagrant		(B) ⲙⲁ ⲛϯ	(B) ⲙⲁ ⲛϯ	(B) ⲙⲁ ⲛϯ	(B) ⲙⲁ ⲛϯ	(B) ⲙⲁ ⲛϯ	-		fighting place	fighting place	fighting place	fighting place	396	a						ⲙⲁ ⲛϯ					0
2168	2	0	(S,B) reFT	0	giver /$gk: [[doths]]$/ | fighter /$gk: [[maxhths, polemisths]]$/	giver /$gk: [[doths]]$/ | fighter /$gk: [[maxhths, polemisths]]$/	doths, maxhths, polemisths	396a	45	2010-02-20	1900-01-01	vagrant		(S, B) ⲣⲉϥϯ	(S, B) ⲣⲉϥϯ	(S, B) ⲣⲉϥϯ	(S, B) ⲣⲉϥϯ	(S, B) ⲣⲉϥϯ	-	δοτησ, μαχητησ, πολεμιστησ	"giver [δοτησ]
fighter [μαχητησ, πολεμιστησ]"	"giver [δοτησ]
fighter [μαχητησ, πολεμιστησ]"	"giver 
fighter"	"giver 
fighter"	396	a	ⲣⲉϥϯ					ⲣⲉϥϯ					0
2169	2	2168	mntreFT,metreFT	0	generosity, charity	generosity, charity	euxaristia	396a	46	2010-02-20	1900-01-01	vagrant		ⲙⲛⲧⲣⲉϥϯ, ⲙⲉⲧⲣⲉϥϯ	ⲙⲛⲧⲣⲉϥϯ, ⲙⲉⲧⲣⲉϥϯ	ⲙⲛⲧⲣⲉϥϯ, ⲙⲉⲧⲣⲉϥϯ	ⲙⲛⲧⲣⲉϥϯ, ⲙⲉⲧⲣⲉϥϯ	ⲙⲛⲧⲣⲉϥϯ, ⲙⲉⲧⲣⲉϥϯ	-	ευχαριστια	generosity, charity	generosity, charity	generosity, charity	generosity, charity	396	a											1
2170	2	2168	r reFT,er reFT	0	be giver	be giver		396a	47	2010-02-20	1900-01-01	vagrant		ⲣ ⲣⲉϥϯ, ⲉⲣ ⲣⲉϥϯ	ⲣ ⲣⲉϥϯ, ⲉⲣ ⲣⲉϥϯ	ⲣ ⲣⲉϥϯ, ⲉⲣ ⲣⲉϥϯ	ⲣ ⲣⲉϥϯ, ⲉⲣ ⲣⲉϥϯ	ⲣ ⲣⲉϥϯ, ⲉⲣ ⲣⲉϥϯ	-		be giver	be giver	be giver	be giver	396	a											1
2171	2	0	GinT,JinT	0	giving, selling | fighting (B)	giving, selling | fighting (B)		396a	48	2010-02-20	1900-01-01	vagrant		ϭⲓⲛϯ, ϫⲓⲛϯ	ϭⲓⲛϯ, ϫⲓⲛϯ	ϭⲓⲛϯ, ϫⲓⲛϯ	ϭⲓⲛϯ, ϫⲓⲛϯ	ϭⲓⲛϯ, ϫⲓⲛϯ	-		"giving, selling
fighting <i>B</i>"	"giving, selling
fighting B"	"giving, selling
fighting <i>B</i>"	"giving, selling
fighting B"	396	a											0
5672	3	0		99	intr :	intr :		216b	1	2010-06-20	1900-01-01	vagrant							HEADER		intr :	intr :	intr :	intr :	216	b											0
5674	3	5672	^^^ n-	0	(dat = Gk acc)	(dat = Gk acc)		216b	2	2010-06-20	1900-01-01	vagrant		<i><b>c</b></i> ⲛ-	<i><b>c</b></i> ⲛ-	c ⲛ-	c ⲛ-	ⲛ- (c)	-		<i>dat = Gk acc</i>	dat = Gk acc	<i>dat = Gk acc</i>	dat = Gk acc	216	b											1
5675	3	5672	^^^ Ha-,^^^ Ka-	0	(Gk acc)	(Gk acc)		216b	3	2010-06-20	1900-01-01	vagrant		<i><b>c</b></i> ϩⲁ-, <i><b>c</b></i> ϧⲁ-	<i><b>c</b></i> ϩⲁ-, <i><b>c</b></i> ϧⲁ-	c ϩⲁ-, c ϧⲁ-	c ϩⲁ-, c ϧⲁ-	ϩⲁ-, ϧⲁ- (c)	-		<i>Gk acc</i>	Gk acc	<i>Gk acc</i>	Gk acc	216	b											1
1104	3	0	(S,A,B,F) ^^	1	pity, charity /$gk: [[eleos, elehmosunh]]$/	pity, charity /$gk: [[eleos, elehmosunh]]$/	eleos, elehmosunh	216b	4	2010-02-05	1900-01-01	vagrant		(S, A, B, F) ―	(S, A, B, F) ―	(S, A, B, F) ―	(S, A, B, F) ―	(S, A, B, F) ― (ⲡ)	noun male	ελεοσ, ελεημοσυνη	pity, charity [ελεοσ, ελεημοσυνη]	pity, charity [ελεοσ, ελεημοσυνη]	pity, charity	pity, charity	216	b	― (ⲡ)			― (ⲡ)		― (ⲡ)	― (ⲡ)				0
1105	3	0	(S,B,F) eire pn.,r pn.,eire oun.,r oun.	0	do charity, kindness	do charity, kindness		217a	5	2010-02-05	2010-02-11	vagrant	vagrant	(S, B, F) ⲉⲓⲣⲉ ⲡⲛ., ⲣ ⲡⲛ., ⲉⲓⲣⲉ ⲟⲩⲛ., ⲣ ⲟⲩⲛ.	(S, B, F) ⲉⲓⲣⲉ ⲡⲛ., ⲣ ⲡⲛ., ⲉⲓⲣⲉ ⲟⲩⲛ., ⲣ ⲟⲩⲛ.	(S, B, F) ⲉⲓⲣⲉ ⲡⲛ., ⲣ ⲡⲛ., ⲉⲓⲣⲉ ⲟⲩⲛ., ⲣ ⲟⲩⲛ.	(S, B, F) ⲉⲓⲣⲉ ⲡⲛ., ⲣ ⲡⲛ., ⲉⲓⲣⲉ ⲟⲩⲛ., ⲣ ⲟⲩⲛ.	(S, B, F) ⲉⲓⲣⲉ ⲡⲛ., ⲣ ⲡⲛ., ⲉⲓⲣⲉ ⲟⲩⲛ., ⲣ ⲟⲩⲛ.	-		do charity, kindness	do charity, kindness	do charity, kindness	do charity, kindness	217	a	ⲉⲓⲣⲉ ⲡⲛ., ⲣ ⲡⲛ., ⲉⲓⲣⲉ ⲟⲩⲛ., ⲣ ⲟⲩⲛ.					ⲉⲓⲣⲉ ⲡⲛ., ⲣ ⲡⲛ., ⲉⲓⲣⲉ ⲟⲩⲛ., ⲣ ⲟⲩⲛ.	ⲉⲓⲣⲉ ⲡⲛ., ⲣ ⲡⲛ., ⲉⲓⲣⲉ ⲟⲩⲛ., ⲣ ⲟⲩⲛ.				0
5676	3	1105	^^^ mn-	0				217a	6	2010-06-20	1900-01-01	vagrant		<i><b>c</b></i> ⲙⲛ-	<i><b>c</b></i> ⲙⲛ-	c ⲙⲛ-	c ⲙⲛ-	ⲙⲛ- (c)	-						217	a											1
5677	3	1105	(S) ^^^ eHrai eJn-	0	(sim)	(sim)		217a	7	2010-06-20	1900-01-01	vagrant		(S) <i><b>c</b></i> ⲉϩⲣⲁⲓ ⲉϫⲛ-	(S) <i><b>c</b></i> ⲉϩⲣⲁⲓ ⲉϫⲛ-	(S) c ⲉϩⲣⲁⲓ ⲉϫⲛ-	(S) c ⲉϩⲣⲁⲓ ⲉϫⲛ-	(S) ⲉϩⲣⲁⲓ ⲉϫⲛ- (c)	-		<i>sim</i>	sim	<i>sim</i>	sim	217	a	ⲉϩⲣⲁⲓ ⲉϫⲛ- (c)										1
5678	3	1105	(B) ^^^ Ka-	0	(sim)	(sim)		217a	8	2010-06-20	1900-01-01	vagrant		(B) <i><b>c</b></i> ϧⲁ-	(B) <i><b>c</b></i> ϧⲁ-	(B) c ϧⲁ-	(B) c ϧⲁ-	(B) ϧⲁ- (c)	-		<i>sim</i>	sim	<i>sim</i>	sim	217	a						ϧⲁ- (c)					1
5679	3	1105	(B) ^^^ Ken-	0	(sim)	(sim)		217a	9	2010-06-20	1900-01-01	vagrant		(B) <i><b>c</b></i> ϧⲉⲛ-	(B) <i><b>c</b></i> ϧⲉⲛ-	(B) c ϧⲉⲛ-	(B) c ϧⲉⲛ-	(B) ϧⲉⲛ- (c)	-		<i>sim</i>	sim	<i>sim</i>	sim	217	a						ϧⲉⲛ- (c)					1
1106	3	0	(S) Senna	0	mercy /*?*/	mercy /*?*/		217a	10	2010-02-05	1900-01-01	vagrant		(S) ϣⲉⲛⲛⲁ	(S) ϣⲉⲛⲛⲁ	(S) ϣⲉⲛⲛⲁ	(S) ϣⲉⲛⲛⲁ	(S) ϣⲉⲛⲛⲁ	-		mercy (?)	mercy (?)	mercy (?)	mercy (?)	217	a	ϣⲉⲛⲛⲁ										0
1107	3	0	(S) Sn na	0	receive charity	receive charity		217a	11	2010-02-05	1900-01-01	vagrant		(S) ϣⲛ ⲛⲁ	(S) ϣⲛ ⲛⲁ	(S) ϣⲛ ⲛⲁ	(S) ϣⲛ ⲛⲁ	(S) ϣⲛ ⲛⲁ	-		receive charity	receive charity	receive charity	receive charity	217	a	ϣⲛ ⲛⲁ										0
1108	3	0	(B) Sounai	0	worthy of pity, pitiable	worthy of pity, pitiable		217a	12	2010-02-05	1900-01-01	vagrant		(B) ϣⲟⲩⲛⲁⲓ	(B) ϣⲟⲩⲛⲁⲓ	(B) ϣⲟⲩⲛⲁⲓ	(B) ϣⲟⲩⲛⲁⲓ	(B) ϣⲟⲩⲛⲁⲓ	-		worthy of pity, pitiable	worthy of pity, pitiable	worthy of pity, pitiable	worthy of pity, pitiable	217	a						ϣⲟⲩⲛⲁⲓ					0
1109	3	0	(sA) Ji na (B,F) Gi n.	0	get pity, take alms	get pity, take alms		217a	13	2010-02-05	1900-01-01	vagrant		"(sA) ϫⲓ ⲛⲁ
(B, F) ϭⲓ ⲛ."	"(sA) ϫⲓ ⲛⲁ
(B, F) ϭⲓ ⲛ."	"(sA) ϫⲓ ⲛⲁ
(B, F) ϭⲓ ⲛ."	"(sA) ϫⲓ ⲛⲁ
(B, F) ϭⲓ ⲛ."	"(sA) ϫⲓ ⲛⲁ
(B, F) ϭⲓ ⲛ."	-		get pity, take alms	get pity, take alms	get pity, take alms	get pity, take alms	217	a					ϫⲓ ⲛⲁ	ϭⲓ ⲛ.	ϭⲓ ⲛ.				0
1110	3	0	(S,A,B,F) atn.,aqn.	0	pitiless	pitiless		217a	14	2010-02-05	1900-01-01	vagrant		(S, A, B, F) ⲁⲧⲛ., ⲁⲑⲛ.	(S, A, B, F) ⲁⲧⲛ., ⲁⲑⲛ.	(S, A, B, F) ⲁⲧⲛ., ⲁⲑⲛ.	(S, A, B, F) ⲁⲧⲛ., ⲁⲑⲛ.	(S, A, B, F) ⲁⲧⲛ., ⲁⲑⲛ.	-		pitiless	pitiless	pitiless	pitiless	217	a	ⲁⲧⲛ., ⲁⲑⲛ.			ⲁⲧⲛ., ⲁⲑⲛ.		ⲁⲧⲛ., ⲁⲑⲛ.	ⲁⲧⲛ., ⲁⲑⲛ.				0
1111	3	1110	r ..atn.,o n..at.	0	be pitiless	be pitiless		217a	15	2010-02-05	1900-01-01	vagrant		ⲣ ⲁⲧⲛ., ⲟ ⲛⲁⲧ.	ⲣ ⲁⲧⲛ., ⲟ ⲛⲁⲧ.	ⲣ ⲁⲧⲛ., ⲟ ⲛⲁⲧ.	ⲣ ⲁⲧⲛ., ⲟ ⲛⲁⲧ.	ⲣ ⲁⲧⲛ., ⲟ ⲛⲁⲧ.	-		be pitiless	be pitiless	be pitiless	be pitiless	217	a											1
1112	3	1110	mnt..atn.,met..atn.	0	pitilessness	pitilessness		217a	16	2010-02-05	1900-01-01	vagrant		ⲙⲛⲧⲁⲧⲛ., ⲙⲉⲧⲁⲧⲛ.	ⲙⲛⲧⲁⲧⲛ., ⲙⲉⲧⲁⲧⲛ.	ⲙⲛⲧⲁⲧⲛ., ⲙⲉⲧⲁⲧⲛ.	ⲙⲛⲧⲁⲧⲛ., ⲙⲉⲧⲁⲧⲛ.	ⲙⲛⲧⲁⲧⲛ., ⲙⲉⲧⲁⲧⲛ.	-		pitilessness	pitilessness	pitilessness	pitilessness	217	a											1
1113	3	0	(S,A,sA) mntn. (B) metn.,meqn.	4	pity, charity	pity, charity		217a	17	2010-02-05	1900-01-01	vagrant		"(S, A, sA) ⲙⲛⲧⲛ.
(B) ⲙⲉⲧⲛ., ⲙⲉⲑⲛ."	"(S, A, sA) ⲙⲛⲧⲛ.
(B) ⲙⲉⲧⲛ., ⲙⲉⲑⲛ."	"(S, A, sA) ⲙⲛⲧⲛ.
(B) ⲙⲉⲧⲛ., ⲙⲉⲑⲛ."	"(S, A, sA) ⲙⲛⲧⲛ.
(B) ⲙⲉⲧⲛ., ⲙⲉⲑⲛ."	"(S, A, sA) ⲙⲛⲧⲛ. (ⲧ)
(B) ⲙⲉⲧⲛ., ⲙⲉⲑⲛ. (ⲧ)"	noun female		pity, charity	pity, charity	pity, charity	pity, charity	217	a	ⲙⲛⲧⲛ. (ⲧ)			ⲙⲛⲧⲛ. (ⲧ)	ⲙⲛⲧⲛ. (ⲧ)	ⲙⲉⲧⲛ., ⲙⲉⲑⲛ. (ⲧ)					0
1114	3	1113	(S) r m.	0	do charity	do charity		217a	18	2010-02-05	1900-01-01	vagrant		(S) ⲣ ⲙ.	(S) ⲣ ⲙ.	(S) ⲣ ⲙ.	(S) ⲣ ⲙ.	(S) ⲣ ⲙ.	-		do charity	do charity	do charity	do charity	217	a	ⲣ ⲙ.										1
1115	3	1113	(S) sr m.	0	distribute charity	distribute charity		217a	19	2010-02-05	1900-01-01	vagrant		(S) ⲥⲣ ⲙ.	(S) ⲥⲣ ⲙ.	(S) ⲥⲣ ⲙ.	(S) ⲥⲣ ⲙ.	(S) ⲥⲣ ⲙ.	-		distribute charity	distribute charity	distribute charity	distribute charity	217	a	ⲥⲣ ⲙ.										1
1116	3	1113	(S) T m.	0	give charity	give charity		217a	20	2010-02-05	1900-01-01	vagrant		(S) ϯ ⲙ.	(S) ϯ ⲙ.	(S) ϯ ⲙ.	(S) ϯ ⲙ.	(S) ϯ ⲙ.	-		give charity	give charity	give charity	give charity	217	a	ϯ ⲙ.										1
1117	3	1113	(S) Saat mm. (S,B) Set m.,Sat m.	0	ask pity, charity | (as nn B), one asking charity /$gk: [[penhs, prosaiths]]$/	ask pity, charity | (as nn B), one asking charity /$gk: [[penhs, prosaiths]]$/	penhs, prosaiths	217b	21	2010-02-05	1900-01-01	vagrant		"(S) ϣⲁⲁⲧ ⲙⲙ.
(S, B) ϣⲉⲧ ⲙ., ϣⲁⲧ ⲙ."	"(S) ϣⲁⲁⲧ ⲙⲙ.
(S, B) ϣⲉⲧ ⲙ., ϣⲁⲧ ⲙ."	"(S) ϣⲁⲁⲧ ⲙⲙ.
(S, B) ϣⲉⲧ ⲙ., ϣⲁⲧ ⲙ."	"(S) ϣⲁⲁⲧ ⲙⲙ.
(S, B) ϣⲉⲧ ⲙ., ϣⲁⲧ ⲙ."	"(S) ϣⲁⲁⲧ ⲙⲙ.
(S, B) ϣⲉⲧ ⲙ., ϣⲁⲧ ⲙ."	-	πενησ, προσαιτησ	"ask pity, charity
<i>as nn B</i>, one asking charity [πενησ, προσαιτησ]"	"ask pity, charity
as nn B, one asking charity [πενησ, προσαιτησ]"	"ask pity, charity
<i>as nn B</i>, one asking charity"	"ask pity, charity
as nn B, one asking charity"	217	b	"ϣⲁⲁⲧ ⲙⲙ.
ϣⲉⲧ ⲙ., ϣⲁⲧ ⲙ."					ϣⲉⲧ ⲙ., ϣⲁⲧ ⲙ.					1
1118	3	1113	(S,sA) Ji m.	0	receive charity	receive charity		217b	22	2010-02-05	1900-01-01	vagrant		(S, sA) ϫⲓ ⲙ.	(S, sA) ϫⲓ ⲙ.	(S, sA) ϫⲓ ⲙ.	(S, sA) ϫⲓ ⲙ.	(S, sA) ϫⲓ ⲙ.	-		receive charity	receive charity	receive charity	receive charity	217	b	ϫⲓ ⲙ.				ϫⲓ ⲙ.						1
1119	3	0	(B) remnnai	0	pitiful, charitable person	pitiful, charitable person		217b	23	2010-02-05	1900-01-01	vagrant		(B) ⲣⲉⲙⲛⲛⲁⲓ	(B) ⲣⲉⲙⲛⲛⲁⲓ	(B) ⲣⲉⲙⲛⲛⲁⲓ	(B) ⲣⲉⲙⲛⲛⲁⲓ	(B) ⲣⲉⲙⲛⲛⲁⲓ	-		pitiful, charitable person	pitiful, charitable person	pitiful, charitable person	pitiful, charitable person	217	b						ⲣⲉⲙⲛⲛⲁⲓ					0
1120	3	0	(B) reFnai	0	(meaning same)	(meaning same)		217b	24	2010-02-05	1900-01-01	vagrant		(B) ⲣⲉϥⲛⲁⲓ	(B) ⲣⲉϥⲛⲁⲓ	(B) ⲣⲉϥⲛⲁⲓ	(B) ⲣⲉϥⲛⲁⲓ	(B) ⲣⲉϥⲛⲁⲓ	-		<i>meaning same</i>	meaning same	<i>meaning same</i>	meaning same	217	b						ⲣⲉϥⲛⲁⲓ					0
1121	3	0	(B) Jinnai	1	pity, act of pitying	pity, act of pitying		217b	25	2010-02-05	1900-01-01	vagrant		(B) ϫⲓⲛⲛⲁⲓ	(B) ϫⲓⲛⲛⲁⲓ	(B) ϫⲓⲛⲛⲁⲓ	(B) ϫⲓⲛⲛⲁⲓ	(B) ϫⲓⲛⲛⲁⲓ (ⲡ)	noun male		pity, act of pitying	pity, act of pitying	pity, act of pitying	pity, act of pitying	217	b						ϫⲓⲛⲛⲁⲓ (ⲡ)					0
