Marcion	Crum	_v_	Entry
591	43a		[[[ⲃⲣⲣⲉ]]] [[S]][[A]][[A^2]] ([[ⲃⲏⲣⲉ]] [[S]] often in documents: BM 1045, Kr 59, Ryl 207), [[ⲃⲉⲣⲓ]], [[ⲃⲉⲣⲉⲓ]] [[B]][[F]].\t*I.* adj, __new__, __young__: Ps 32 2 [[S]][[B]], Is 8 1 [[S]][[B]], Mt 9 17 [[S]][[B]], Ap 2 17 [[S]][[B]], AP 7 [[A^2]] [[ⲟⲩϣⲉϫⲉ ⲛⲃ.]] [[καινός]]; Ps 68 31 [[S]][[B]], Zech 9 9 [[S]][[A]][[B]], Lu 5 17 [[S]][[B]] [[νέος]]; Job 14 9 [[S]][[B]], Ps 127 3, Is 5 7 [[S]][[B]], 1 Tim 3 6 [[S]][[B]] [[νεόφυτος]], TT 110 [[S]], C 89 22 [[B]] [[ⲧⲱϭⲉ ⲛⲃ.]] __neophyte__, ROC 13 171 [[S]] [[ⲁⲛⲅⲟⲩⲣⲱⲙⲉ…ⲛⲃ.]] [[ἀρχάριος]], Aeg 251 [[S]] [[ⲛⲣⲱⲙⲉ ⲛⲃ.]], Miss 4 524 [[S]] [[ⲣⲙⲛⲃ.]] ([[B]] [[ⲧⲱϫⲓ ⲛⲃ.]]); Sa 16 3 [[S]], Ac 17 18 [[S]] ([[B]] [[ϣⲉⲙⲙⲟ]]) [[ξένος]]; Ez 11 19 [[S]][[B]] [[ἕτερος]]; Ps 80 9 [[S]][[B]], He 10 20 [[B]] [[πρόσφατος]]; BHom 98 [[S]] [[ϯⲟⲩⲱ ⲛⲃ.]], PSBA 10 395 [[B]] [[ⲟⲩⲁⲗⲟⲩ ⲛⲃ. ⲉⲙⲁϣⲱ]]; of fresh crops: corn BM 1031 [[S]], Kr 59 [[S]], lentils WS 143 [[S]], wine CO 235 [[S]]; in calendar: Hall 120 [[S]] [[ⲥⲟⲩⲁ ⲛⲧⲣⲟⲙⲡⲉ ⲛⲃ.]] (_v_ [[ⲥⲏⲩ]], C 43 122 [[B]] 1st of Pharmouthi introducing [[ϯⲣⲟⲙⲡⲓ ⲛⲃ.]], BSM 5 [[B]] do ([[S]] [[ⲥⲟⲩⲁ ⲛⲃ.]]), Kr 1 [[S]] [[ⲡⲥⲟⲩⲁ ⲛⲃ.]], BMis 57 [[S]] [[ⲡⲉⲃⲟⲧ ⲛⲃ.]] Parmoute (_cf_ _ib_ 145); ClPr 25 2, Mor 34 53 [[S]], BM 777 [[B]] [[ⲧⲕⲩⲣⲓⲁⲕⲏ ⲛⲃ.]] (_Domin. in Albis_); rarely before nn: Va 67 167 [[B]] [[ⲡⲓⲃ. ⲇⲁⲩⲓⲇ]].\n*II.* as nn, __new thing__: Eccl 1 10 [[S]], Is 42 9 [[S]][[B]], Hos 10 12 [[A]] (Gk om, __novalis__), He 8 12 [[S]][[B]][[F]] [[καινόν]], [[-νά]]; opp [[ⲁⲥ]], [[ⲁⲡⲁⲥ]]: Cant 7 13 [[S]], Mt 13 52 [[S]][[B]], 2 Cor 5 17 [[S]][[B]], BM 691 [[F]]; __young person__: BHom 122 [[S]] [[ⲃ. ϩⲓⲛⲟϭ ⲛⲣⲱⲙⲉ]], C 86 104 [[B]] [[ⲟⲩⲃ. ⲡⲉ ϧⲉⲛⲡⲉϥϩⲟ]].\n[[ⲙⲛⲧ-]], [[ⲙⲉⲧⲃ.]] nn f, __newness__, __youth__: 3 Kg 8 53 [[B]], Ro 6 4 [[S]][[B]] [[καινότης]], Ro 12 2 [[S]][[B]][[F]] (var [[F]] [[ⲙⲉⲧⲙⲟⲩⲓ]]) [[ἀνακαίνωσις]], Pro 24 54 [[S]] (var [[ⲙⲛⲧⲕⲟⲩⲓ]]), Sa 2 6 [[S]], ROC 17 400 [[B]], BM 174 1 [[S]] [[νεότης]], CaiEuch 654 [[B]] [[ἐπανανέωσις]], Miss 8 99 [[S]] [[νεωτερισμός]] of doctrines, R 1 5 27 [[S]] of one 20 years old, Cat 49 [[B]] second age of man [[ⲉⲧⲉⲧⲙ. ⲧⲉ]], ShC 73 50 [[S]] opp [[ⲙⲛⲧⲛⲟϭ ⲛⲣⲱⲙⲉ]], //BM 230 2//ShBM 230 2// [[S]] opp [[(ⲙⲛⲧ)ϣⲏⲣⲉ ϣⲏⲙ]] & [[ⲙⲛⲧϩⲗⲗⲟ]], BSG 183 [[S]] [[ⲡⲥⲁ ⲛⲧⲉϥⲙ.]], sim often of youthful martyrs.\t_Cf_ [[ⲙⲛⲧⲁⲗⲟⲩ]].\n[[ⲛⲃⲣⲣⲉ]] [[S]], [[ⲙⲃⲉⲣⲓ]] [[B]] adv, *a.* __newly__, __recently__: Ez 11 3 [[B]] [[προσφάτως]], Miss 4 583 [[S]] he had come [[ⲛⲃ.]] [[ὡς νεόφυτον]], sim ShC 42 16, _ib_ 73 46 [[S]] (var [[ⲛϣⲟⲣⲡ]]), Leyd 365 [[S]], Cat 182 [[B]], Aeg 251 [[S]] (vb mostly [[ⲉⲓ ⲉϩⲟⲩⲛ]]), ShC 42 21 [[S]] [[ⲛⲧⲁⲓⲥⲟⲩⲱⲛⲉ ⲁⲛ ⲛⲃ. ⲁⲗⲗⲁ ϯⲥⲟⲟⲩⲛ ⲙⲙⲟ ϫⲓⲛⲛϣⲟⲣⲡ]], PSBA 10 396 [[B]] [[ⲉⲧⲁϥⲓ ⲙⲃ.]] from Phrygia.\t*b.* __afresh__: MIF 23 210 [[S]] this book [[ⲛⲧⲁⲛⲥⲁϩϥ ⲛⲃ.]], Alex stele 274 [[S]] ruined [[τόπος]] [[ⲁⲩⲕⲟⲧϥ ⲙⲃ.]], BMis 526 [[S]] [[ⲛⲃ.]] sim.\n[[ⲉⲓⲣⲉ]], [[ⲓⲣⲓ ⲛⲃ.]], *I.* tr, __make new__, __renew__: Job 10 17 [[S]][[B]] [[ἐπανακαινίζειν]], Ps 103 30 [[S]][[B]] [[ἀνακαιν.]], Sa 7 27 [[S]], [[καιν.]], Ap 21 5 [[S]][[B]] [[καινὰ ποιεῖν]], Job 33 24 [[S]] [[ἀνανεοῦσθαι]].\t*II.* intr [[ⲣ ⲃ.]], __become new__: Ps 50 11 [[S]] ([[B]] tr) [[ἐγκαιν.]], _ib_ 38 2 [[S]][[B]], Lam 5 21 [[B]], Zeph 3 17 [[A]] ([[B]] tr), 2 Cor 4 16 [[S]][[B]] [[ἀνακαιν.]]; Wess 15 137 [[S]] of dogmas [[ἀναζωπυρεῖσθαι]], ShBIF 23 146 [[S]] tree put forth roots [[ⲁϥⲉⲓ ⲛⲣ ⲃ.]], TstAb 166 [[B]] sun strengthening me [[ⲛⲧⲁⲉⲣ ⲃ. ⲛⲕⲉⲥⲟⲡ]].\n//In name: [[Τχεντβῆρις]] (Preisigke)//_V_ Spg _DemStud_ 1 55\*, 403 (Spiegelberg)//.\tIn place-name: WS 207 [[ⲡϣⲛⲃⲣⲣⲉ]], [[Σενβέρρις]], {Miss 4 751} a meadow [[ⲡⲕⲁϩ ⲛⲃ.]], {Ep 1 115n} a monastery [[ⲑⲉⲛⲉⲉⲧⲉ ⲛⲃ.]]
2729	43b		[[[ⲃⲉⲣⲥⲓ]]] [[B]] nn m, __orach__ (__atriplex__) [[قطف]], [[سرمق]] K 195 (in P 44 82 [[قطف]] [[χρυσολάχανον]]). _Cf_ [[ⲃⲉⲣⲥⲓϯ]]. [[ⲃⲉⲣ-]] ? = [[(ⲉ)ⲃⲣⲉ]] as in [[ⲃⲣⲉϣⲏⲩ]].
592	43b		[[[ⲃⲉⲣⲥⲓⲙ]]] [[S]] nn, among names of victuals: Bodl(P) b 7 [[ϭⲟⲩϭ, ϩⲟⲩϥ, ⲃ., ⲟⲩⲣⲱ]] (this MS _ca_ AD 730). _Cf_ [[برسيم]] __clover__; _cf_ also [[ⲃⲁⲣ]] or ? [[(ⲉ)ⲃⲣⲉ]] as in [[ⲃⲣⲉϣⲏⲩ]].
2730	43b		[[[ⲃⲉⲣⲥⲓϯ]]] [[B]] nn m, __basket__ holding bread: AM 178 [[ⲁϥϫⲓⲙⲓ ⲙⲡⲓⲃ.]] full of bread = [[مقطف]] PO 17 645 (but var [[قطف]], _cf_ [[ⲃⲉⲣⲥⲓ]]), Bodl 325 154 [[مقطف]] (which K 151, 261 = [[ϭⲛⲟⲩϥ]]). _Cf_ ? [[ⲃⲓⲣ]] ////& ? [[ⲃⲗϣⲁⲧⲉ]] among implements, BMOr 6201 A 90//.
2731	43b		[[[ⲃⲁⲣⲏⲓⲧ]]] (varr K [[ⲃⲁⲣⲁⲏⲓⲧ]], [[ⲃⲁⲣⲏⲟⲩⲧ]]) [[B]], [[ⲃⲁⲣⲓⲧ]] [[F]] (AZ 23 41) nn m, __he-goat__, [[جدي، تيس]]: Ge 31 10, Ps 49 13, He 9 12 (all [[S]] [[ϭⲓⲉ]]), Dan 8 8 [[τράγος]]; Lev 4 23, Nu 7 16, _ib_ 28 30, Ps 65 15 (all [[S]] [[ϭⲓⲉ]]) [[χίμαρος]]; Deu 14 4 ([[S]] [[ⲙⲁⲥⲉ]]) [[χίμ.]]; Lev 1 10 ([[S]] [[ϩⲟⲟⲩⲧ]]) [[ἄρσεν]], as if of sheep or goats. _Cf_ [[ⲃⲁⲁⲙⲡⲉ]], [[ⲃⲟⲉⲓⲧ]].
593	43b		[[[ⲃⲁⲣⲱⲧ]]], [[ⲃⲁⲣⲟⲧ]] [[S]][[A]][[B]][[F]] ([[ⲃⲁⲗⲱⲧ]] [[S]] Ryl 240) nn m, pl ? [[ⲃⲁⲣⲁⲧⲉ]] [[S]] (ST 122), __brass__, __bronze__: P 44 61 [[S]] [[نحاس]], P 55 8 [[B]] [[ⲃ.]] & [[ϩⲟⲙⲧ]] both [[نحاس]]; 4 kinds: AZ 23 103 [[S]] [[ⲃ. ⲛⲁⲗⲁⲩ]], _ib_ 116 [[ⲉⲧⲧⲟⲣϣ, ⲁⲗⲁⲥⲃⲁⲣ]] [[الاصفر]], [[ⲁⲗⲕⲟⲡⲣⲟⲥⲓ]] (cinnabar); no Gk equiv (_e g_ Nu 21 22 [[S]]). In enumerations of property seems = [[χάλκωμα]] of sim Gk deeds (PLond 1 233, PMon 69); ShBIF 23 163 [[S]] seeking lead he found silver, going after [[ⲃ.]] he found gold, so ? a yellow metal (brass; _cf_ ? [[ὀριχάλκιον]] opp [[χάλκωμα]] PCai 1 26 & __orichalcum__ Ap 1 15). But many utensils of [[ⲃ.]] show it to be prob __bronze__, _e g_ CMSS 76 [[F]] [[ⲕⲁⲕⲉⲗⲓ]] ([[καγκέλλιον]]), PLond 4 517 [[S]] [[ⲕⲟⲩϫⲟⲩ]] for oil, J 66 40, ST 439 [[S]] [[ⲗⲁⲕⲁⲛⲏ]], Ryl 240 [[S]] [[ⲝⲉⲥⲧⲏⲥ]], _ib_ [[ⲡⲁⲛⲁⲗⲏⲛ]] ([[πανάριον]]), CO 459 [[S]] [[ⲧⲩⲗⲱⲧⲣⲓⲡⲟⲥ]] (? [[τυροτρίπτης]]), C 86 191 [[B]] [[ⲭⲁⲗⲕⲓⲟⲛ]], Ryl 241, 243 [[S]] [[ϩⲏⲃⲥ]], _ib_ 238 [[S]] [[ϭⲣⲟⲟⲙⲡⲉ]]. In BM 1206 [[S]] [[ⲟⲩⲃ. ⲛⲉⲓⲱ]] prob an implement of [[ⲃ.]] (_cf_ [[ⲃⲉⲛⲓⲡⲉ]]).\n[[ϩⲟⲙⲛⲧ ⲛⲃ.]], [[ϩⲟⲙⲛⲧ ⲃ.]] [[S]], [[ϩⲁⲙⲧ ⲃ.]] [[A]] (El 50), [[ϩⲟⲙⲧ ⲃ.]] [[B]], a composite metal: Ez 40 3 [[S]] ([[B]] [[ϩⲟⲙ. ⲉϥⲫⲟⲥⲓ]]) [[χαλκὸς στίλβων]] (but this in Dan 10 6 [[S]] [[ϩⲟⲙ. ⲉϥⲧⲁⲁⲧⲉ]], _cf_ Ez 1 7 [[S]]), Ap 1 15, 2 18 [[S]] ([[B]] = Gk) [[χαλκολίβανον]], sim Mor 25 219 [[S]], BSM 128 [[B]]; also BIF 14 167 [[S]] idols [[ⲛϩ. ⲃ.]], Va 62 152 [[B]] time and moisture had made golden idol like [[ϩ. ⲛⲃ.]], Mor 41 19 [[S]] [[κάγκελος]] of [[ϩ. ⲃ.]] ([[B]] [[ϩⲟⲙⲧ]]) surrounds miraculous pillar, Mor 46 16 [[S]] [[χάλκιον]] of [[ϩ. ⲃ.]]; Ryl 153 [[S]] [[ϩ. ⲛⲃⲁⲣⲱϩ]] (gloss [[ⲃⲁⲗⲟⲧ]]) _l_ ? [[ⲃⲁⲣⲱⲧ]]. _Cf_ [[ብርት፡]] (Tatt) used in several of above bibl places. In name [[Πβαρωτ]] (? as title, Preisigke).
1736	44a	v	[[[ⲃⲉⲣⲧ]]] _v_ [[ⲟⲩⲣⲧ]].
593	44a	v	[[[ⲃⲁⲣⲁⲧⲉ]]] _v_ [[ⲃⲁⲣⲱⲧ]].
594	44a		[[[ⲃⲁⲣⲟϣ]]] [[S]] nn m, meaning unknown, prob designates a trade or office: Kr 149 [[ⲕⲟⲥⲙⲁ ⲡⲃ.]] Prob not = [[ⲃⲁⲣⲱϩ]].
2732	44a		[[[ⲃⲉⲣϣⲟ]]] [[B]] nn m, meaning uncertain: C 86 287 when cauldron, wherein are martyr's limbs & filled with [[ⲗⲁⲙϫⲁⲡⲧ, ⲙⲃⲣⲉϩⲓ]] &c, had boiled high, they brought [[ⲛⲓⲛⲉϧϫⲓ]] of cauldron to king, saying [[ⲁϥⲟⲩⲱ ⲁϥⲙⲟⲩⲛⲕ ⲛϫⲉ ⲡⲓⲃ. ⲉⲧⲉⲙⲙⲁⲩ]] = [[S]] (BSG 185, but by later hand) [[ⲡⲓⲧⲁⲗⲁⲓⲡⲱⲣⲟⲥ]], but ar (_ib_ 217) = [[زفت]] __pitch__.
2819	44a		[[[ⲃⲁⲣϣⲓⲛ]]] [[B]] nn: K 112 [[ⲫⲏ ⲉⲧⲉⲣ ⲃ.]] [[قلفاط]] ([[καλαφάτης]], P 43 37 = [[ναυπηγός]]), therefore [[ⲃ.]] ? __caulker__, __caulker's material__, or __act of caulking__. ////Vb: P 54 174 [[ⲉⲩⲃⲁⲣϣⲓ]] [[يقلفطوا]]//
595	44a		[[[ⲃⲣⲉϣⲏⲩ]]] (PSBA 28 57, Wess 9 38, [[ⲃⲉⲣⲉ-]] P 44 66, 43 233), [[ⲃⲣϣⲏⲩ]] [[S]], [[ⲃⲉⲣϣⲏⲟⲩ]] [[B]] nn m, __coriander seed__ [[κόριον]]: Ex 16 14 [[S]][[B]], Nu 11 17 [[S]][[B]], P 44 66, 82 [[S]], K 196 [[B]] [[كزبرة]] (so Va 1 _ll cc_), P 43 233 [[S]] [[ⲅⲟⲣⲓⲟⲩ · ⲃ.]] [[حب الرشاد]]. Prob = [[(ⲉ)ⲃⲣⲉ]] + \*[[ϣⲏⲩ]] (_v_ [[ϣϣⲏⲟⲩ]]).
596	44a		[[[ⲃⲁⲣⲱϩ]]] [[S]] nn m, pl [[ⲃⲁⲣⲁϩⲉ]], [[ⲃⲁⲣⲁⲁϩ]] (?), a transport animal, not ass, ? __camel__, _cf_ [[برح]]: CO 379 [[ⲛⲧⲉⲧⲛⲧⲙⲙⲟ ⲡⲃ.]], BM 1171 do thou saddle 2 horses [[ⲙⲛⲡ̣ⲁⲡⲃ.]] for these men going south, BM 529 let him mount the ass…or one of [[ⲛⲉⲃ.]], BP 7893 in account [[ⲅ̅ ⲛⲫⲱⲣⲁ ⲛⲃⲁⲣⲁⲁϩⲓ]] (or ? [[-ⲁⲁϩ]]); in ShZ 501 [[ⲛⲉⲩⲃⲁⲣⲁϩⲉ]] obscure.\nIn place-name (prob = this word): PMich 3586 b [[ⲛⲉⲣⲱⲙⲡⲙⲁ ⲛⲃ.]]
597	44b		[[[ⲃⲁⲣⲱϩ]]] [[S]], [[ⲃⲁⲣⲟϩ]] [[B]] nn m, __fodderer__ or sim: Saq 13, 227, 350 [[S]] among monastic officials, K 115 [[B]] [[علاف]].
598	44b		[[[ⲃⲁⲣⲱϩ]]] (ST 161), [[ⲃⲁⲣⲉϩ]] (CO 340), [[ⲃⲁⲣⲏϩ]] (ST 125) [[S]] nn; 3d of these is in list of metal utensils, 1st in list of vessels & contains 4 [[χοίνικες]], 2d is pl.
3418	44b		[[[ⲃⲁⲣⲁϩ]]] [[F]] nn: BM 587, 706, uncertain to which of above words these belong.
596	44b	v	[[[ⲃⲁⲣⲁϩⲉ]]] _v_ [[ⲃⲁⲣⲱϩ]] __animal__.
509 1047	44b	v	[[[ⲃⲣⲉϩⲓ]]] [[B]]\t_v_ [[ⲁⲙⲣⲏϩⲉ]] ////& [[ⲙⲃⲣⲉϩⲓ]] __cart__//.
1772	44b	v	[[[ⲃⲉⲣϫⲱⲟⲩ]]] _v_ [[ⲙⲁⲣⲟⲩⲟϭⲉ]].
599	44b		[[[ⲃⲱⲣϭ]]] [[S]] vb intr: Ez 13 11 ([[B]] [[ϩⲉⲓ]]) [[ῥήγνυσθαι]]. Prob not = [[ⲃⲱⲗⲕ]], [[ⲃⲱⲣⲕ]]; _cf_ ? [[ⲡⲱⲣⲕ]], [[ⲫⲱⲣϫ]].
257	44b	v	[[[ⲃⲣⲏϭⲉ]]] _v_ [[ⲉⲃⲣⲏϭⲉ]].
600	44b		[[[ⲃⲣϭⲟⲟⲩⲧ]]] (Is 66 20), [[ⲃⲉⲣⲉϭⲱⲟⲩⲧ]] (P 44 20) [[S]], [[ⲃⲉⲣⲉϭⲱⲟⲩⲧⲥ]] [[B]] nn f ([[B]], for [[S]] _v_ place-name), __chariot__, _cf_ [[מרכבה]]: Ge 41 43, 46 29, Ex 14 6, Is 2 7 [[B]] ([[S]] = Gk) [[ἅρμα]]; TstAb 256 [[B]] [[ⲃ.]] opp [[ϩⲁⲣⲙⲁ]], Ex 14 17, 18 [[B]] they alternate (Va 1 [[مركب]] for both).\nIn place-name [[ⲃⲉⲣϭⲟⲟⲩⲧ]] [[فرجوط]] P 43 51 [[S]], [[ⲧⲃⲉⲣϭⲱⲧ]] Miss 4 743 [[S]] __Farshût__ this word ? preserved.
601	44b		[[[ⲃⲁⲥ]]] [[S]] nn, named among utensils of bronze ([[ϩⲟⲙⲛⲧ]]): BP 9421 [[ⲟⲩⲃ. ⲛⲣ ⲛⲉϩ]], so used in oil making (_v_ [[ⲛⲉϩ]]). BM 1103 9 [[ⲡⲓⲃⲁⲥ]] ? same.
602	44b		[[[ⲃⲏⲥⲉ]]] [[S]] nn f, __pail__, __well-bucket__: BAp 88 (= [[دلو]]) [[ⲧⲃ.]] needed to fill [[ⲕⲉⲗⲱⲗ]] ([[جرّة]]), Ep 551 large and small [[ⲃ.]], CO 213, ST 257 holds dates, COAd 56, ST 320 grapes; also ST 161, WZKM 26 339. Prob = [[βῆσις]] (Reil _Beiträge_ 65, _cf_ Ep _l c_ n).
1741	44b	v	[[[ⲃⲓⲥⲓ]]] [[B]] _v_ [[ⲟⲩⲉⲓⲥⲉ]].
603	44b		[[[ⲃⲉⲥⲛⲏⲧ]]], [[ⲃⲉⲥⲛⲁⲧ]] [[S]], [[ⲃⲉⲥⲛⲏⲧ]], [[ⲃⲁⲥⲛⲏⲧ]] [[B]] nn m, pl [[ⲃⲉⲥⲛⲁⲧⲉ]] (AZ 60 111), __smith__: Ge 4 22 working copper & iron, Job 32 19, Is 41 7, 2 Tim 4 14 [[B]] (all [[S]] [[ϩⲁⲙⲕⲗⲗⲉ]]) [[χαλκεύς]]; P 44 67 [[S]] = [[ϩⲁⲙⲕ.]] [[σιδηρουργός]] [[حدّاد]], sim K 110 [[B]]; his anvil MG 25 142 [[B]], C 86 45 [[B]], his tools J 38 23 [[S]] [[ⲛⲥⲧⲉⲃⲁⲉⲓϩ]] (_sic_) [[ⲛⲃ.]], paid for repairing cart Hall 108 [[S]]; also C 86 212 [[B]], J 68 41, Ep 561, 681, Alex 178, 297 [[S]]. [[ⲙⲛⲧⲃⲉⲥⲛⲏⲧ]] (_sic l_) [[S]] nn f, __smith's craft__: My 107.
604	44b		[[[ⲃⲁⲥⲛϭ]]] (Si 47 23 ////[[S]], ManiK 33 [[A^2]]//), [[ⲃⲁⲥⲉⲛϭ]] (Mor 44 12), [[ⲃⲁⲥⲛⲏϭ]] (P 44 67), [[ⲃⲁⲥⲏϭ]] (Nu 31 22), [[ⲃⲁⲥⲓϭ]] (Mor 23 30) [[S]], [[ⲃⲁⲥⲓⲛϭ]] (Zech 4 10) [[A]] nn m, __tin__ [[κασσίτερος]], [[κασσιτέρινος]] [[قصدير]] = [[B]] [[ⲑⲣⲁⲛ]] Nu, Zech. [[ⲃⲁ-]] as in [[ⲃⲁⲛⲓⲡⲉ]], [[ⲃⲁⲣⲱⲧ]]; _v_ AZ 53 51.
2733	44b		[[[ⲃⲁⲥⲟⲩⲣ]]] [[B]] nn m, __antimony__ [[اثمد]] K 204, among minerals, next to [[ⲥⲧⲏⲙ]] _q v_. [[ⲃⲁ-]] ? as in [[ⲃⲁⲛⲓⲡⲉ]], [[ⲃⲁⲣⲱⲧ]], [[ⲃⲁⲥⲛϭ]].
1743	45a	v	[[[ⲃⲟⲥⲉⲣ]]] [[B]] _v_ [[ⲟⲩⲟⲥⲣ]].
605	45a		[[[(ⲃⲱⲥⲧ)]]], [[ⲃⲁⲥⲧ-]] [[B]] (?), [[ⲃⲟⲥⲧ†]] [[S]], p c [[S]] [[ⲃⲁⲥⲧ-]] vb intr, __be dry__, __parched__: R 1 3 76 of Baptist [[ⲉⲣⲉⲧⲉϥⲥⲁⲣⲝ ϣⲟⲃⲉ ⲉⲥⲃⲟⲥⲧ ⲉⲙⲁⲧⲉ ⲉⲧⲃⲉⲛⲉϩ]] (_cf_ Ps 108 24, opp [[λιπαίνειν]] Ps 22 5), Bor 252 187 wearing filthy garments [[ⲉⲣⲉⲧⲉϥⲁⲡⲉ ⲃⲟⲥⲧ]] (= Bor 311 102 [[ϥⲟⲥⲧ]]), [[ῥακία]] //[[ἠμφιέσμενος]]//[[ἠμφιεσμένος]]// [[ῥυπῶν αὐχμῶν]] (PG 63 133), PSBA 27 167 in preparing papyrus, if thou see it [[[ⲉⲥ]ⲃⲟⲥⲧ ⲉⲕⲛⲁⲗⲉⲁⲛ[ⲧⲏ]ⲣⲓⲉ ⲙⲙⲟⲥ]], Cai 42573 1 title of recipe [[ⲟⲩⲃⲁⲥⲧϩⲟ (ⲉ)ⲧⲁⲁⲥ ⲉⲩⲥϩⲓⲙⲉ]] obscure; ////[[ⲃⲁⲥⲧϩⲟ]] paral [[ϣⲓⲡⲉ]], [[ⲡⲟ(ⲟ)ⲛⲉ]], [[ⲧⲁⲕⲟ]], [[ϣⲱϥ]], [[ⲙⲉⲧϫⲁϫⲉ]], _v_ p 648 _b_ _infra_//; K 367 [[B]] [[ⲁⲕⲃⲁⲥⲧⲉⲛ]] [[صفيتنا]] (? not this word).
606	45a		[[[ⲃⲏⲧ]]] [[S]][[B]][[F]] nn m (P 44 134 [[S]], K 138 [[B]]), f (ShC 42 110, BIF 14 166 [[S]], neither quite certain), *I.* __palm-leaf__ [[سعف]] ([[زعف]]), [[خوصة]] (MG 17 350 = _ib_ 14); PO 2 176 [[S]] [[ϩⲉⲛⲃ. ϩⲙⲡⲓⲃⲁ]], Z 297 [[S]], Wess 11 169 [[S]], MG 25 119, 206 [[B]] [[θαλλία]] for weaving [[ⲛⲏⲃⲧⲉ]] ([[σειρά]]), whence baskets made by hermits; BP 954 [[S]] [[ⲃ. ϩⲁⲃⲓⲣ]]; also [[θαλλός]] MG 25 243 [[B]], HL 95 [[B]], or [[βάιον]] Va 62 287 [[B]] (only, though Z 344 = MG 25 209 [[σειρά]] = [[ⲃⲁ]], [[ⲃⲁⲓ]] & MG 25 227 [[ⲃ.]] & [[ⲃⲁⲓ]] vary).\tBefore weaving [[ⲃ.]] soaked: MG 25 243 [[B]], Wess _l c_ [[S]];\tto pluck, gather [[ⲃ.]]: ShC 73 54 [[S]] [[ϩⲱⲱⲗⲉ]], MG 25 97, 134 [[B]] [[ⲓⲛⲓ ⲉⲃⲟⲗ]]; Cai 42573 1 [[S]] [[ⲃ. ⲛϭⲟⲩϭ ⲙⲁⲣⲏⲥ]] (_v_ [[ⲃⲛⲛⲉ]] & [[ⲕⲟⲩⲕ]]); Lev 23 40 [[S]] //[[ⲃ. ϩⲁⲧ ⲛⲃⲛⲛⲉ]]//[[ⲃ. ϩⲁⲧⲃⲛⲛⲉ]]// (var [[ⲗⲟⲟⲩ ⲛⲃⲛⲛⲉ]]) [[κάλλυνθρα φοιν.]], whence BM 1008 54 [[S]] [[ⲃ. ϩⲁⲧ]] of gold hung upon tabernacle. In ROC '13 174 [[ⲃ. ϩⲁⲧⲉ]] ////_v_ [[ⲙⲉⲗϩⲉ]]// = [[λευκάς]] which here = Syr [[perꜥa]], Lat __germen__ (_cf_ LMis 88); [[ⲃ. ⲛⲃⲛⲣⲟⲟⲩⲛⲉ]] KroppJ, _ib_ K [[S]] in magic;\t[[ϣⲟⲗ]] ([[ϣⲁⲗ]]) [[ⲛⲃ.]] Miss 4 766, Wess 11 170 [[S]] [[δεσμός]], Bodl(P) e 37 [[S]] [[ⲙⲟⲩⲣ ⲛⲃ.]];\tBKU 1 151 [[S]] [[ⲃⲁ ⲛⲃ.]] for making [[ⲛⲟⲩϩ]];\tas garment: Mor 48 30 [[S]] = Rec 6 183 [[B]]; [[ϩⲁⲛⲃⲁⲓ ⲃ.]] carried in procession: N&E 39 340 [[B]];\tas decoration Aeg 39 [[B]]; [[ⲃⲁⲓⲃ. ⲉⲩⲣⲱⲟⲩⲧ]] FR 110 [[B]], Aeg 54 [[B]] [[ⲃⲁⲓⲃ. ⲉⲧⲫⲟⲣⲓ ⲉⲃⲟⲗ]] used at burial;\tobscure: Bodl(P) e 47 [[S]] letter [[ⲉϣⲱⲡⲉ ⲛⲟⲩⲥⲁⲕ ⲃ. ⲁⲛ ⲡⲉⲧϣϣⲉ ⲉⲣⲟⲓ ⲁⲛⲟⲕ ⲉⲧⲣⲁⲛⲟⲩϫⲉ ⲉⲃⲟⲗ ⲉϩⲟⲩⲉⲣⲟⲕ]], ////Cai 67324 _vo_ [[ϣⲟⲩϣⲧ ⲛⲃ.]]// R 1 4 21 [[S]] [[ⲁⲡⲟⲧ ⲛⲃ.]] (? _sic_) __fictilis__, BM 1127 [[S]] [[ⲛⲉⲓⲃⲉⲧⲕⲁⲧ]]; [[ⲃ.]] ? leafed twig of other trees: Baouit 130 [[S]] [[ⲃ. ⲛⲛⲁⲙ]].\n*II.* [[S]][[B]], [[ⲃ. ⲥⲡⲓⲣ]] [[S]] f, __rib__ (from resemblance of ribs on spine to fronds on stem): Ge 2 22 [[S]] ([[B]] [[ⲃ.]] only) [[πλευρά]], Tri 466 [[S]], P 44 70 [[S]] [[ضلع]], BAp 68, BMar 236, BM 335 [[S]].\n[[ⲛⲓⲕⲁⲥ ⲃ.]] Va 62 174 [[B]] (var Va 69 [[ⲛⲓⲕⲁⲥ]]) broken by a fall; also [[ⲃ.]] alone thus: Mor 48 83 [[S]] martyr pierced [[ϣⲁⲛⲧⲟⲩϫⲱⲧϩ ⲛⲛⲉⲃ. ⲛⲛⲉϥⲥⲡⲓⲣⲟⲟⲩⲉ]].
1535	xvib		[[[ⲃⲓⲧ]]] [[F]] nn m, __edge__, __side__ ? of pot: OratCyp 123 drop [[ⲉⲥⲁϣⲓ ⲉⲡⲃ. ⲛⲟⲩⲕⲉⲧⲟⲩⲥ]] (_cf_ Is 40 15), PBad 5 402 write names [[ⲉⲡⲃ. ⲟⲩϭⲁⲗⲉϩⲧ]].
